U_Index,Interaction,Value,Time,Reward,Action,Attribute,State,High-Level-State,User,Trial
30,scroll on the specified chart,"mark:tick;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Release_Date-nominal-row,Source-nominal-color",1602239017240,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu7_ade_p1,1
31,mouseout on the specified chart,"mark:tick;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Release_Date-nominal-row,Source-nominal-color",1602239017991,2.0722222222222224,modify-1,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu7_ade_p1,1
32,mouseover a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Release_Date-nominal-y",1602239019109,1.5722222222222224,same,"['Creative_Type', 'None', 'Release_Date']","[5, 11, 16]",Foraging,stu7_ade_p1,1
33,mouseout a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Release_Date-nominal-y",1602239020226,1.5722222222222224,modify-1,"['Creative_Type', 'None', 'Release_Date']","[5, 11, 16]",Foraging,stu7_ade_p1,1
34,scroll on a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Release_Date-nominal-x,Source-nominal-y",1602239020342,1.5444444444444445,same,"['None', 'Release_Date', 'Source']","[5, 9, 16]",Foraging,stu7_ade_p1,1
35,mouseout a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Release_Date-nominal-x,Source-nominal-y",1602239020958,1.5444444444444445,modify-1,"['None', 'Release_Date', 'Source']","[5, 9, 16]",Foraging,stu7_ade_p1,1
36,mouseover a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Release_Date-nominal-y",1602239022143,1.5722222222222224,modify-1,"['Creative_Type', 'None', 'Release_Date']","[5, 11, 16]",Foraging,stu7_ade_p1,1
37,scroll on the specified chart,"mark:tick;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Release_Date-nominal-row,Source-nominal-color",1602239023392,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu7_ade_p1,1
38,mouseout on the specified chart,"mark:tick;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Release_Date-nominal-row,Source-nominal-color",1602239024308,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu7_ade_p1,1
39,mouseover on the specified chart,"mark:tick;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Release_Date-nominal-row,Source-nominal-color",1602239031858,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu7_ade_p1,1
40,mouseout on the specified chart,"mark:tick;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Release_Date-nominal-row,Source-nominal-color",1602239033125,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu7_ade_p1,1
41,added chart to bookmark,"mark:tick;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Release_Date-nominal-row,Source-nominal-color",1602239034072,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu7_ade_p1,1
42,mouseover on the specified chart,"mark:tick;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Release_Date-nominal-row,Source-nominal-color",1602239034659,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu7_ade_p1,1
43,scroll on the specified chart,"mark:tick;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Release_Date-nominal-row,Source-nominal-color",1602239036568,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu7_ade_p1,1
44,scroll on the specified chart,"mark:tick;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Release_Date-nominal-row,Source-nominal-color",1602239037255,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu7_ade_p1,1
45,mouseout on the specified chart,"mark:tick;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Release_Date-nominal-row,Source-nominal-color",1602239065174,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu7_ade_p1,2
46,mouseover on the specified chart,"mark:tick;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Release_Date-nominal-row,Source-nominal-color",1602239066423,2.0722222222222224,modify-1,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu7_ade_p1,2
47,scroll on a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Release_Date-nominal-y",1602239066657,1.5722222222222224,same,"['Creative_Type', 'None', 'Release_Date']","[5, 11, 16]",Foraging,stu7_ade_p1,2
48,mouseout a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Release_Date-nominal-y",1602239067107,1.5722222222222224,modify-1,"['Creative_Type', 'None', 'Release_Date']","[5, 11, 16]",Foraging,stu7_ade_p1,2
49,mouseover on the specified chart,"mark:tick;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Release_Date-nominal-row,Source-nominal-color",1602239070406,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu7_ade_p1,2
50,mouseover a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1602239071724,2.0722222222222224,modify-1,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Foraging,stu7_ade_p1,2
51,scroll on a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Release_Date-nominal-x,Source-nominal-y",1602239072408,1.5444444444444445,modify-2,"['None', 'Release_Date', 'Source']","[5, 9, 16]",Foraging,stu7_ade_p1,2
52,clicked on a field,remove Creative_Type,1602239074551,1.1,modify-2,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Foraging,stu7_ade_p1,2
53,main chart changed because of clicking a field,"mark:point;encoding:-quantitative-size<aggregate>count,Release_Date-nominal-y,Source-nominal-x",1602239074821,1.5444444444444445,modify-2,"['None', 'Release_Date', 'Source']","[5, 9, 16]",Foraging,stu7_ade_p1,2
54,clicked on a field,add Creative_Type,1602239075783,1.1,modify-2,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Foraging,stu7_ade_p1,2
55,main chart changed because of clicking a field,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Release_Date-nominal-row,Source-nominal-y",1602239075879,2.5444444444444447,same,"['Creative_Type', 'Release_Date', 'Source']","[5, 9, 11]",Foraging,stu7_ade_p1,2
56,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Release_Date-nominal-row,Source-nominal-y",1602239078290,2.5444444444444447,modify-1,"['Creative_Type', 'Release_Date', 'Source']","[5, 9, 11]",Sensemaking,stu7_ade_p1,2
57,mouseover a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Release_Date-nominal-y",1602239079039,1.5722222222222224,same,"['Creative_Type', 'None', 'Release_Date']","[5, 11, 16]",Foraging,stu7_ade_p1,2
58,mouseover a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Release_Date-nominal-y",1602239079690,1.5722222222222224,modify-2,"['Creative_Type', 'None', 'Release_Date']","[5, 11, 16]",Foraging,stu7_ade_p1,2
59,clicked on a field,remove Source,1602239082999,1.0722222222222222,modify-2,"['None', 'None', 'Source']","[9, 16, 16]",Foraging,stu7_ade_p1,2
60,main chart changed because of clicking a field,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Release_Date-nominal-y",1602239083093,1.5722222222222224,modify-2,"['Creative_Type', 'None', 'Release_Date']","[5, 11, 16]",Foraging,stu7_ade_p1,2
61,clicked on a field,add Source,1602239086135,1.0722222222222222,modify-2,"['None', 'None', 'Source']","[9, 16, 16]",Foraging,stu7_ade_p1,2
62,main chart changed because of clicking a field,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Release_Date-nominal-row,Source-nominal-y",1602239086229,2.5444444444444447,same,"['Creative_Type', 'Release_Date', 'Source']","[5, 9, 11]",Foraging,stu7_ade_p1,2
63,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Release_Date-nominal-row,Source-nominal-y",1602239087223,2.5444444444444447,same,"['Creative_Type', 'Release_Date', 'Source']","[5, 9, 11]",Sensemaking,stu7_ade_p1,2
64,mouseout on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Release_Date-nominal-row,Source-nominal-y",1602239088290,2.5444444444444447,modify-1,"['Creative_Type', 'Release_Date', 'Source']","[5, 9, 11]",Sensemaking,stu7_ade_p1,2
65,mouseout a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Release_Date-nominal-y",1602239089406,1.5722222222222224,modify-1,"['Creative_Type', 'None', 'Release_Date']","[5, 11, 16]",Foraging,stu7_ade_p1,2
66,clicked on a field,remove Release_Date,1602239090783,0.5722222222222222,modify-2,"['None', 'None', 'Release_Date']","[5, 16, 16]",Foraging,stu7_ade_p1,2
67,main chart changed because of clicking a field,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1602239090877,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Foraging,stu7_ade_p1,2
68,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1602239091356,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu7_ade_p1,2
69,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1602239092089,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu7_ade_p1,2
70,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1602239097588,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu7_ade_p1,2
71,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1602239098673,2.0722222222222224,modify-1,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu7_ade_p1,2
72,mouseover a related chart,"mark:point;encoding:Creative_Type-nominal-x,IMDB_Rating-quantitative-size<aggregate>mean,Source-nominal-y",1602239101755,2.2666666666666666,same,"['Creative_Type', 'IMDB_Rating', 'Source']","[9, 11, 14]",Foraging,stu7_ade_p1,2
73,mouseover a related chart,"mark:point;encoding:Creative_Type-nominal-x,IMDB_Rating-quantitative-size<aggregate>mean,Source-nominal-y",1602239103022,2.2666666666666666,same,"['Creative_Type', 'IMDB_Rating', 'Source']","[9, 11, 14]",Foraging,stu7_ade_p1,2
74,scroll on a related chart,"mark:point;encoding:Creative_Type-nominal-x,IMDB_Rating-quantitative-size<aggregate>mean,Source-nominal-y",1602239103191,2.2666666666666666,same,"['Creative_Type', 'IMDB_Rating', 'Source']","[9, 11, 14]",Foraging,stu7_ade_p1,2
75,mouseout a related chart,"mark:point;encoding:Creative_Type-nominal-x,IMDB_Rating-quantitative-size<aggregate>mean,Source-nominal-y",1602239103722,2.2666666666666666,modify-2,"['Creative_Type', 'IMDB_Rating', 'Source']","[9, 11, 14]",Foraging,stu7_ade_p1,2
76,mouseover a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-y",1602239104374,1.1,modify-1,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Foraging,stu7_ade_p1,2
77,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Source-nominal-y",1602239106038,1.0722222222222222,same,"['None', 'None', 'Source']","[9, 16, 16]",Foraging,stu7_ade_p1,2
78,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Source-nominal-y",1602239113723,1.0722222222222222,same,"['None', 'None', 'Source']","[9, 16, 16]",Foraging,stu7_ade_p1,2
79,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Source-nominal-y",1602239114506,1.0722222222222222,same,"['None', 'None', 'Source']","[9, 16, 16]",Foraging,stu7_ade_p1,2
80,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Source-nominal-y",1602239115289,1.0722222222222222,modify-1,"['None', 'None', 'Source']","[9, 16, 16]",Foraging,stu7_ade_p1,2
81,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1602239117723,2.0722222222222224,modify-1,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu7_ade_p1,2
82,clicked on a field,remove Source,1602239120046,1.0722222222222222,modify-1,"['None', 'None', 'Source']","[9, 16, 16]",Foraging,stu7_ade_p1,2
83,main chart changed because of clicking a field,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y",1602239120318,1.1,same,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Foraging,stu7_ade_p1,2
84,mouseover on the specified chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y",1602239121238,1.1,modify-1,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Sensemaking,stu7_ade_p1,2
85,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,MPAA_Rating-nominal-color",1602239122358,1.4333333333333331,same,"['Creative_Type', 'MPAA_Rating', 'None']","[6, 11, 16]",Foraging,stu7_ade_p1,2
86,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,MPAA_Rating-nominal-color",1602239123821,1.4333333333333331,same,"['Creative_Type', 'MPAA_Rating', 'None']","[6, 11, 16]",Foraging,stu7_ade_p1,2
87,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,MPAA_Rating-nominal-color",1602239124972,1.4333333333333331,modify-1,"['Creative_Type', 'MPAA_Rating', 'None']","[6, 11, 16]",Foraging,stu7_ade_p1,2
88,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Source-nominal-color",1602239125751,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Foraging,stu7_ade_p1,2
89,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Source-nominal-color",1602239127672,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Foraging,stu7_ade_p1,2
90,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Source-nominal-color",1602239128704,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Foraging,stu7_ade_p1,2
91,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Source-nominal-color",1602239143655,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Foraging,stu7_ade_p1,2
92,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Source-nominal-color",1602239144987,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Foraging,stu7_ade_p1,2
93,added chart to bookmark,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Source-nominal-color",1602239147919,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu7_ade_p1,2
94,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Source-nominal-color",1602239148538,2.0722222222222224,modify-1,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Foraging,stu7_ade_p1,2
95,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,IMDB_Rating-quantitative-color<aggregate>mean",1602239150588,1.2944444444444445,same,"['Creative_Type', 'IMDB_Rating', 'None']","[11, 14, 16]",Foraging,stu7_ade_p1,2
96,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,IMDB_Rating-quantitative-color<aggregate>mean",1602239156221,1.2944444444444445,modify-1,"['Creative_Type', 'IMDB_Rating', 'None']","[11, 14, 16]",Foraging,stu7_ade_p1,2
97,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Source-nominal-color",1602239161220,2.0722222222222224,modify-1,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Foraging,stu7_ade_p1,2
98,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Major_Genre-nominal-color",1602239161870,1.6555555555555557,modify-1,"['Creative_Type', 'Major_Genre', 'None']","[10, 11, 16]",Foraging,stu7_ade_p1,2
99,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,IMDB_Rating-quantitative-color<aggregate>mean",1602239165389,1.2944444444444445,modify-1,"['Creative_Type', 'IMDB_Rating', 'None']","[11, 14, 16]",Foraging,stu7_ade_p1,2
100,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Production_Budget-quantitative-color<aggregate>mean",1602239166488,1.2111111111111112,same,"['Creative_Type', 'None', 'Production_Budget']","[4, 11, 16]",Foraging,stu7_ade_p1,2
101,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Production_Budget-quantitative-color<aggregate>mean",1602239167104,1.2111111111111112,modify-1,"['Creative_Type', 'None', 'Production_Budget']","[4, 11, 16]",Foraging,stu7_ade_p1,2
102,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Running_Time_min-quantitative-color<aggregate>mean",1602239169887,1.2111111111111112,modify-1,"['Creative_Type', 'None', 'Running_Time_min']","[7, 11, 16]",Foraging,stu7_ade_p1,2
103,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,IMDB_Rating-quantitative-color<aggregate>mean",1602239171066,1.2944444444444445,modify-1,"['Creative_Type', 'IMDB_Rating', 'None']","[11, 14, 16]",Foraging,stu7_ade_p1,2
104,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Major_Genre-nominal-color",1602239173141,1.6555555555555557,modify-1,"['Creative_Type', 'Major_Genre', 'None']","[10, 11, 16]",Foraging,stu7_ade_p1,2
105,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Release_Date-nominal-row",1602239174741,1.5722222222222224,same,"['Creative_Type', 'None', 'Release_Date']","[5, 11, 16]",Foraging,stu7_ade_p1,2
106,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y,Release_Date-nominal-row",1602239178487,1.5722222222222224,modify-2,"['Creative_Type', 'None', 'Release_Date']","[5, 11, 16]",Foraging,stu7_ade_p1,2
107,clicked on a field,add Major_Genre,1602239179997,0.6555555555555556,modify-1,"['Major_Genre', 'None', 'None']","[10, 16, 16]",Foraging,stu7_ade_p1,2
108,main chart changed because of clicking a field,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Major_Genre-nominal-y",1602239180272,1.6555555555555557,same,"['Creative_Type', 'Major_Genre', 'None']","[10, 11, 16]",Foraging,stu7_ade_p1,2
109,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Major_Genre-nominal-y",1602239181220,1.6555555555555557,modify-1,"['Creative_Type', 'Major_Genre', 'None']","[10, 11, 16]",Sensemaking,stu7_ade_p1,2
110,mouseover a related chart,"mark:point;encoding:Creative_Type-nominal-x,Major_Genre-nominal-y,US_DVD_Sales-quantitative-size<aggregate>mean",1602239182654,1.9333333333333336,modify-2,"['Creative_Type', 'Major_Genre', 'US_DVD_Sales']","[3, 10, 11]",Foraging,stu7_ade_p1,2
111,clicked on a field,remove Major_Genre,1602239183973,0.6555555555555556,modify-1,"['Major_Genre', 'None', 'None']","[10, 16, 16]",Foraging,stu7_ade_p1,2
112,main chart changed because of clicking a field,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y",1602239184074,1.1,same,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Foraging,stu7_ade_p1,2
0,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1599527391547,0.8777777777777778,modify-1,"['None', 'None', 'Title']","[0, 16, 16]",Foraging,stu37_adf_p1,1
1,clicked on a field,add Creative_Type,1599527397731,1.1,same,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Foraging,stu37_adf_p1,1
2,main chart changed because of clicking a field,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y",1599527397751,1.1,modify-1,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Foraging,stu37_adf_p1,1
3,clicked on a field,remove undefined,1599527399940,0.1,modify-1,"['None', 'None', 'None']","[16, 16, 16]",Foraging,stu37_adf_p1,1
4,main chart changed because of clicking a field,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y",1599527399962,1.1,modify-1,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Foraging,stu37_adf_p1,1
5,clicked on a field,add Source,1599527401310,1.0722222222222222,modify-1,"['None', 'None', 'Source']","[9, 16, 16]",Foraging,stu37_adf_p1,1
6,main chart changed because of clicking a field,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1599527401334,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Foraging,stu37_adf_p1,1
7,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1599527401922,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu37_adf_p1,1
8,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1599527405756,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu37_adf_p1,1
9,mouseout on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1599527406339,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu37_adf_p1,1
10,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1599527406990,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu37_adf_p1,1
11,mouseout on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1599527412768,2.0722222222222224,modify-1,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu37_adf_p1,1
12,mouseover a related chart,"mark:point;encoding:Creative_Type-nominal-x,Source-nominal-y,US_DVD_Sales-quantitative-size<aggregate>mean",1599527413893,2.35,modify-1,"['Creative_Type', 'Source', 'US_DVD_Sales']","[3, 9, 11]",Foraging,stu37_adf_p1,1
13,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1599527420407,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu37_adf_p1,1
14,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1599527427274,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu37_adf_p1,1
15,scroll on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1599527428237,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu37_adf_p1,2
16,mouseout on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1599527431941,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu37_adf_p1,2
17,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1599527442808,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu37_adf_p1,2
18,mouseout on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1599527447108,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu37_adf_p1,2
19,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1599527451892,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu37_adf_p1,2
20,scroll on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1599527452076,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu37_adf_p1,2
21,mouseout on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1599527452508,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu37_adf_p1,2
22,added chart to bookmark,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1599527453176,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu37_adf_p1,2
23,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1599527453408,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu37_adf_p1,2
24,scroll on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1599527455443,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu37_adf_p1,2
25,scroll on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1599527458326,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu37_adf_p1,2
26,mouseout on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1599527458742,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu37_adf_p1,2
27,scroll on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1599527472295,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu37_adf_p1,2
28,mouseout on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1599527473360,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu37_adf_p1,2
0,mouseover a related chart,mark:tick;encoding:Running_Time_min-quantitative-x,1602170662739,0.2111111111111111,modify-1,"['None', 'None', 'Running_Time_min']","[7, 16, 16]",Foraging,stu6_acf_p1,1
