U_Index,Interaction,Value,Time,Reward,Action,Attribute,State,High-Level-State,User,Trial
7,added chart to bookmark,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1604966890279,0.8777777777777778,modify-1,"['None', 'None', 'Title']","[0, 16, 16]",Sensemaking,pro18_adf_p1,1
8,mouseover a related chart,mark:tick;encoding:US_DVD_Sales-quantitative-x,1604966890690,0.3777777777777777,modify-1,"['None', 'None', 'US_DVD_Sales']","[3, 16, 16]",Foraging,pro18_adf_p1,1
9,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1604966895194,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Foraging,pro18_adf_p1,1
10,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1604966896929,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Foraging,pro18_adf_p1,1
11,clicked on a field,add Title,1604966898690,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Foraging,pro18_adf_p1,1
12,main chart changed because of clicking a field,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1604966898804,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Foraging,pro18_adf_p1,1
13,clicked on a field,remove Title,1604966900193,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Foraging,pro18_adf_p1,1
14,clicked on a field,add Title,1604966901151,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Foraging,pro18_adf_p1,1
15,main chart changed because of clicking a field,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1604966901211,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Foraging,pro18_adf_p1,1
16,mouseover on the specified chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1604966903199,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Sensemaking,pro18_adf_p1,1
17,mouseout on the specified chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1604966904284,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Sensemaking,pro18_adf_p1,1
18,mouseover on the specified chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1604966907904,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Sensemaking,pro18_adf_p1,1
19,mouseover on the specified chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1604966913818,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Sensemaking,pro18_adf_p1,1
20,mouseover on the specified chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1604966916785,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Sensemaking,pro18_adf_p1,1
21,mouseout on the specified chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1604966918269,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Sensemaking,pro18_adf_p1,1
22,mouseover on the specified chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1604966918870,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Sensemaking,pro18_adf_p1,1
23,mouseover on the specified chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1604966920521,0.8777777777777778,modify-1,"['None', 'None', 'Title']","[0, 16, 16]",Sensemaking,pro18_adf_p1,1
24,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-color,Release_Date-nominal-row,Title-nominal-y",1604966923074,1.35,same,"['None', 'Release_Date', 'Title']","[0, 5, 16]",Foraging,pro18_adf_p1,1
25,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-color,Release_Date-nominal-row,Title-nominal-y",1604966927630,1.35,same,"['None', 'Release_Date', 'Title']","[0, 5, 16]",Foraging,pro18_adf_p1,2
26,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-color,Release_Date-nominal-row,Title-nominal-y",1604966929380,1.35,modify-1,"['None', 'Release_Date', 'Title']","[0, 5, 16]",Foraging,pro18_adf_p1,2
27,mouseover on the specified chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1604966930065,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Sensemaking,pro18_adf_p1,2
28,mouseover on the specified chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1604966932301,0.8777777777777778,modify-1,"['None', 'None', 'Title']","[0, 16, 16]",Sensemaking,pro18_adf_p1,2
29,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-color,Release_Date-nominal-row,Title-nominal-y",1604966933403,1.35,modify-1,"['None', 'Release_Date', 'Title']","[0, 5, 16]",Foraging,pro18_adf_p1,2
30,mouseover on the specified chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1604966935104,0.8777777777777778,modify-1,"['None', 'None', 'Title']","[0, 16, 16]",Sensemaking,pro18_adf_p1,2
31,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,MPAA_Rating-nominal-color,Release_Date-nominal-row,Title-nominal-y",1604966936188,1.35,modify-2,"['None', 'Release_Date', 'Title']","[0, 5, 16]",Foraging,pro18_adf_p1,2
32,mouseover a related chart,"mark:point;encoding:Creative_Type-nominal-x,Running_Time_min-quantitative-size,Title-nominal-y",1604966940095,1.988888888888889,same,"['Creative_Type', 'Running_Time_min', 'Title']","[0, 7, 11]",Foraging,pro18_adf_p1,2
33,mouseout a related chart,"mark:point;encoding:Creative_Type-nominal-x,Running_Time_min-quantitative-size,Title-nominal-y",1604966941553,1.988888888888889,same,"['Creative_Type', 'Running_Time_min', 'Title']","[0, 7, 11]",Foraging,pro18_adf_p1,2
34,mouseover a related chart,"mark:point;encoding:Creative_Type-nominal-x,Running_Time_min-quantitative-size,Title-nominal-y",1604966943122,1.988888888888889,same,"['Creative_Type', 'Running_Time_min', 'Title']","[0, 7, 11]",Foraging,pro18_adf_p1,2
35,mouseout a related chart,"mark:point;encoding:Creative_Type-nominal-x,Running_Time_min-quantitative-size,Title-nominal-y",1604966943963,1.988888888888889,modify-2,"['Creative_Type', 'Running_Time_min', 'Title']","[0, 7, 11]",Foraging,pro18_adf_p1,2
36,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,MPAA_Rating-nominal-color,Release_Date-nominal-row,Title-nominal-y",1604966944965,1.35,modify-2,"['None', 'Release_Date', 'Title']","[0, 5, 16]",Foraging,pro18_adf_p1,2
37,clicked on a field,add Worldwide_Gross,1604966948062,0.3777777777777777,modify-1,"['None', 'None', 'Worldwide_Gross']","[2, 16, 16]",Foraging,pro18_adf_p1,2
38,main chart changed because of clicking a field,"mark:tick;encoding:Title-nominal-y,Worldwide_Gross-quantitative-x",1604966948217,1.1555555555555554,modify-1,"['None', 'Title', 'Worldwide_Gross']","[0, 2, 16]",Foraging,pro18_adf_p1,2
39,clicked on a field,remove Worldwide_Gross,1604966949349,0.3777777777777777,modify-1,"['None', 'None', 'Worldwide_Gross']","[2, 16, 16]",Foraging,pro18_adf_p1,2
40,main chart changed because of clicking a field,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1604966949411,0.8777777777777778,modify-1,"['None', 'None', 'Title']","[0, 16, 16]",Foraging,pro18_adf_p1,2
41,clicked on a field,add Worldwide_Gross,1604966952536,0.3777777777777777,modify-1,"['None', 'None', 'Worldwide_Gross']","[2, 16, 16]",Foraging,pro18_adf_p1,2
42,main chart changed because of clicking a field,"mark:tick;encoding:Title-nominal-y,Worldwide_Gross-quantitative-x",1604966952600,1.1555555555555554,modify-2,"['None', 'Title', 'Worldwide_Gross']","[0, 2, 16]",Foraging,pro18_adf_p1,2
43,clicked on a field,add Source,1604966958277,1.0722222222222222,modify-2,"['None', 'None', 'Source']","[9, 16, 16]",Foraging,pro18_adf_p1,2
44,main chart changed because of clicking a field,"mark:point;encoding:Source-nominal-x,Title-nominal-y,Worldwide_Gross-quantitative-size",1604966958341,2.1277777777777778,same,"['Source', 'Title', 'Worldwide_Gross']","[0, 2, 9]",Foraging,pro18_adf_p1,2
45,mouseover on the specified chart,"mark:point;encoding:Source-nominal-x,Title-nominal-y,Worldwide_Gross-quantitative-size",1604966973742,2.1277777777777778,same,"['Source', 'Title', 'Worldwide_Gross']","[0, 2, 9]",Sensemaking,pro18_adf_p1,2
46,mouseout on the specified chart,"mark:point;encoding:Source-nominal-x,Title-nominal-y,Worldwide_Gross-quantitative-size",1604966977216,2.1277777777777778,same,"['Source', 'Title', 'Worldwide_Gross']","[0, 2, 9]",Sensemaking,pro18_adf_p1,2
47,mouseover on the specified chart,"mark:point;encoding:Source-nominal-x,Title-nominal-y,Worldwide_Gross-quantitative-size",1604966984307,2.1277777777777778,modify-1,"['Source', 'Title', 'Worldwide_Gross']","[0, 2, 9]",Sensemaking,pro18_adf_p1,2
48,mouseover a related chart,"mark:tick;encoding:MPAA_Rating-nominal-color,Source-nominal-x,Worldwide_Gross-quantitative-y",1604966985537,1.6833333333333331,modify-1,"['MPAA_Rating', 'Source', 'Worldwide_Gross']","[2, 6, 9]",Foraging,pro18_adf_p1,2
49,added chart to bookmark,"mark:point;encoding:Source-nominal-x,Title-nominal-y,Worldwide_Gross-quantitative-size",1604966988126,2.1277777777777778,same,"['Source', 'Title', 'Worldwide_Gross']","[0, 2, 9]",Sensemaking,pro18_adf_p1,2
0,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1603184008369,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Foraging,stu11_adf_p1,1
1,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1603184009071,0.8777777777777778,modify-1,"['None', 'None', 'Title']","[0, 16, 16]",Foraging,stu11_adf_p1,1
2,clicked on a field,add Creative_Type,1603184012975,1.1,same,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Foraging,stu11_adf_p1,1
3,main chart changed because of clicking a field,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y",1603184013242,1.1,same,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Foraging,stu11_adf_p1,1
4,mouseover on the specified chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y",1603184013929,1.1,modify-1,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Sensemaking,stu11_adf_p1,1
5,clicked on a field,remove undefined,1603184025211,0.1,modify-1,"['None', 'None', 'None']","[16, 16, 16]",Foraging,stu11_adf_p1,1
6,main chart changed because of clicking a field,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y",1603184025737,1.1,modify-1,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Foraging,stu11_adf_p1,1
7,clicked on a field,add Source,1603184026071,1.0722222222222222,modify-1,"['None', 'None', 'Source']","[9, 16, 16]",Foraging,stu11_adf_p1,1
8,main chart changed because of clicking a field,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1603184026336,2.0722222222222224,modify-1,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Foraging,stu11_adf_p1,1
9,clicked on a field,remove Source,1603184026621,1.0722222222222222,modify-1,"['None', 'None', 'Source']","[9, 16, 16]",Foraging,stu11_adf_p1,1
10,main chart changed because of clicking a field,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y",1603184026884,1.1,modify-1,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Foraging,stu11_adf_p1,1
11,clicked on a field,add Source,1603184038107,1.0722222222222222,modify-1,"['None', 'None', 'Source']","[9, 16, 16]",Foraging,stu11_adf_p1,1
12,main chart changed because of clicking a field,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1603184038666,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Foraging,stu11_adf_p1,1
13,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1603184048221,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu11_adf_p1,1
14,mouseout on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1603184049621,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu11_adf_p1,2
15,mouseout on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1603184050504,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu11_adf_p1,2
16,mouseout on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1603184057604,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu11_adf_p1,2
17,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1603184066004,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu11_adf_p1,2
18,mouseout on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1603184086205,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu11_adf_p1,2
19,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1603184092005,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu11_adf_p1,2
20,added chart to bookmark,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1603184092944,2.0722222222222224,modify-1,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu11_adf_p1,2
21,mouseover a related chart,"mark:point;encoding:Creative_Type-nominal-x,Source-nominal-y,US_DVD_Sales-quantitative-size<aggregate>mean",1603184094189,2.35,same,"['Creative_Type', 'Source', 'US_DVD_Sales']","[3, 9, 11]",Foraging,stu11_adf_p1,2
22,scroll on a related chart,"mark:point;encoding:Creative_Type-nominal-x,Source-nominal-y,US_DVD_Sales-quantitative-size<aggregate>mean",1603184099064,2.35,same,"['Creative_Type', 'Source', 'US_DVD_Sales']","[3, 9, 11]",Foraging,stu11_adf_p1,2
23,mouseout a related chart,"mark:point;encoding:Creative_Type-nominal-x,Source-nominal-y,US_DVD_Sales-quantitative-size<aggregate>mean",1603184099488,2.35,modify-1,"['Creative_Type', 'Source', 'US_DVD_Sales']","[3, 9, 11]",Foraging,stu11_adf_p1,2
24,mouseout a related chart,"mark:point;encoding:Creative_Type-nominal-x,Source-nominal-y,Worldwide_Gross-quantitative-size<aggregate>mean",1603184101406,2.35,same,"['Creative_Type', 'Source', 'Worldwide_Gross']","[2, 9, 11]",Foraging,stu11_adf_p1,2
0,clicked on a field,add Creative_Type,1605906670685,1.1,same,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Foraging,stu3_acf_p1,1
1,main chart changed because of clicking a field,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y",1605906670722,1.1,same,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Foraging,stu3_acf_p1,1
2,mouseover on the specified chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y",1605906672494,1.1,modify-1,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Sensemaking,stu3_acf_p1,1
3,clicked on a field,add Source,1605906675506,1.0722222222222222,modify-1,"['None', 'None', 'Source']","[9, 16, 16]",Foraging,stu3_acf_p1,1
4,main chart changed because of clicking a field,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1605906675540,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Foraging,stu3_acf_p1,1
5,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1605906687547,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu3_acf_p1,2
6,mouseout on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1605906688457,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu3_acf_p1,2
7,mouseout on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1605906692203,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu3_acf_p1,2
8,added chart to bookmark,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1605906695732,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking,stu3_acf_p1,2
0,clicked on a field,add Creative_Type,1602122988030,1.1,same,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Foraging,stu25_ace_p1,1
1,main chart changed because of clicking a field,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y",1602122990228,1.1,same,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Foraging,stu25_ace_p1,1
2,mouseover on the specified chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y",1602122991972,1.1,same,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Sensemaking,stu25_ace_p1,1
3,mouseover on the specified chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y",1602122993604,1.1,same,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Sensemaking,stu25_ace_p1,1
4,mouseout on the specified chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y",1602123002153,1.1,same,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Sensemaking,stu25_ace_p1,1
5,mouseover on the specified chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y",1602123006534,1.1,same,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Sensemaking,stu25_ace_p1,1
6,mouseout on the specified chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y",1602123013415,1.1,same,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Sensemaking,stu25_ace_p1,1
