User,Epsilon,Threshold,LearningRate,Discount,Accuracy,StateAccuracy
e4221e48-0930-40db-af3c-f4de1ed87582,0.3,0.9,0.0001,0.5,1.0,"[nan, nan, 1.0]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.5,0.05,0.001,0.8,0.8081395348837209,"[0.7972972972972973, 0.7602739726027398, 0.8709677419354839]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.5,0.1,0.001,0.2,0.1949685534591195,"[0.19444444444444445, 0.25396825396825395, 0.13333333333333333]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.3,0.2,0.01,0.05,0.8085106382978723,"[0.8055555555555556, 0.7254901960784313, 0.8888888888888888]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.5,0.3,0.01,0.1,0.8225806451612904,"[0.8181818181818182, 0.7105263157894737, 0.9056603773584906]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.05,0.4,0.0001,0.8,0.8113207547169812,"[0.84375, 0.7142857142857143, 0.8717948717948718]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.05,0.5,0.01,0.2,0.8068181818181818,"[0.8260869565217391, 0.6666666666666666, 0.8947368421052632]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.05,0.6,0.1,0.5,0.8309859154929577,"[0.8235294117647058, 0.7142857142857143, 0.9090909090909091]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.05,0.7,0.0001,0.9,0.1320754716981132,"[0.14285714285714285, 0.4444444444444444, 0.03333333333333333]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.05,0.8,0.0001,0.5,0.8888888888888888,"[0.5, 0.6, 0.9655172413793104]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.05,0.9,0.1,0.1,0.7777777777777778,"[0.5, 0.6, 0.9090909090909091]"
