Algorithm,User,Epsilon,Threshold,LearningRate,Discount,Accuracy,StateAccuracy,Reward
QLearn,data/NDSI-2D/U_8,0.01,0.05,0.0001,0.1,0.6025641025641025,"[0.3, 0.8085106382978723, 0.2857142857142857]",1.0063694267515924
QLearn,data/NDSI-2D/U_8,0.01,0.1,0.0001,0.1,0.5540540540540541,"[0.3, 0.7674418604651163, 0.23809523809523808]",1.006711409395973
QLearn,data/NDSI-2D/U_8,0.01,0.2,1.0,0.9,0.30303030303030304,"[0.3, 0.35135135135135137, 0.21052631578947367]",1.0075187969924815
QLearn,data/NDSI-2D/U_8,0.01,0.3,0.0001,0.1,0.46551724137931033,"[0.3, 0.6896551724137931, 0.21052631578947367]",1.0085470085470085
QLearn,data/NDSI-2D/U_8,1.0,0.4,0.1,0.1,0.38,"[0.2, 0.48, 0.3333333333333333]",1.00990099009901
QLearn,data/NDSI-2D/U_8,0.01,0.5,0.5,0.1,0.4146341463414634,"[0.2222222222222222, 0.7222222222222222, 0.14285714285714285]",1.0120481927710845
QLearn,data/NDSI-2D/U_8,1.0,0.6,0.001,0.5,0.42424242424242425,"[0.4444444444444444, 0.36363636363636365, 0.46153846153846156]",1.0149253731343284
QLearn,data/NDSI-2D/U_8,0.7,0.7,0.01,0.99,0.44,"[0.125, 0.5, 0.6666666666666666]",1.019607843137255
QLearn,data/NDSI-2D/U_8,1.0,0.8,0.001,0.99,0.5294117647058824,"[0.4, 0.4, 0.7142857142857143]",1.0285714285714285
QLearn,data/NDSI-2D/U_8,0.05,0.9,0.1,0.1,0.1111111111111111,"[None, 0.5, 0.0]",1.0526315789473684
QLearn,data/NDSI-2D/U_9,0.1,0.05,0.001,0.1,0.616822429906542,"[0.5769230769230769, 0.7288135593220338, 0.36363636363636365]",1.0046511627906975
QLearn,data/NDSI-2D/U_9,1.0,0.1,0.1,0.5,0.4158415841584158,"[0.5384615384615384, 0.38181818181818183, 0.35]",1.004926108374384
QLearn,data/NDSI-2D/U_9,0.7,0.2,1.0,0.99,0.5,"[0.625, 0.40425531914893614, 0.5789473684210527]",1.0055248618784531
QLearn,data/NDSI-2D/U_9,0.7,0.3,0.1,0.99,0.5822784810126582,"[0.5333333333333333, 0.6086956521739131, 0.5555555555555556]",1.0062893081761006
QLearn,data/NDSI-2D/U_9,0.05,0.4,0.01,0.9,0.5294117647058824,"[0.3333333333333333, 0.7105263157894737, 0.26666666666666666]",1.0072992700729928
QLearn,data/NDSI-2D/U_9,1.0,0.5,0.01,0.9,0.4642857142857143,"[0.5384615384615384, 0.41379310344827586, 0.5]",1.0088495575221241
QLearn,data/NDSI-2D/U_9,0.1,0.6,0.01,0.2,0.4444444444444444,"[0.2727272727272727, 0.6818181818181818, 0.16666666666666666]",1.010989010989011
QLearn,data/NDSI-2D/U_9,0.1,0.7,0.5,0.9,0.5882352941176471,"[0.5, 0.5, 0.75]",1.0144927536231887
QLearn,data/NDSI-2D/U_9,0.1,0.8,0.5,0.1,0.391304347826087,"[0.2, 0.7777777777777778, 0.1111111111111111]",1.021276595744681
QLearn,data/NDSI-2D/U_9,1.0,0.9,0.0001,0.9,0.25,"[0.0, 0.0, 0.42857142857142855]",1.04
